辞書,文境界,書字形（＝表層形）,語彙素,語種,書字形(基本形),語形(基本形),語彙素ID
,I,や,や,和,や,ヤ,38083
,I,上杉,ウエスギ,固,上杉,ウエスギ,74003
,I,隆,タカシ,固,隆,タカシ,22021
,I,など,など,和,など,ナド,27905
,I,の,の,和,の,ノ,28989
,I,学者,学者,漢,学者,ガクシャ,8014
,I,、,、,記号,、,,24
,I,ジャーナリスト,ジャーナリスト-journalist,外,ジャーナリスト,ジャーナリスト,18147
,I,から,から,和,から,カラ,7219
,I,も,も,和,も,モ,37562
,I,この,此の,和,この,コノ,12905
,I,アカウント,アカウント-account,外,アカウント,アカウント,104581
,I,停止,停止,漢,停止,テイシ,24977
,I,措置,措置,漢,措置,ソチ,21327
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,批判,批判,漢,批判,ヒハン,31625
,I,の,の,和,の,ノ,28989
,I,声,声,和,声,コエ,12455
,I,が,が,和,が,ガ,7889
,I,上がっ,上がる,和,上がる,アガル,375
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,これ,此れ,和,これ,コレ,13095
,I,に,に,和,に,ニ,28178
,I,対し,対する,混,対する,タイスル,21823
,I,て,て,和,て,テ,24874
,I,Twitter,,,,,　
,I,の,の,和,の,ノ,28989
,I,ジャック,ジャック,固,ジャック,ジャック,18104
,I,・,・,記号,・,,44
,I,ドーシー,ドーシー-Dorsey,固,ドーシー,ドーシー,199625
,I,CEO,,,,,　
,I,は,は,和,は,ハ,29321
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,1,一,漢,1,イチ,2050
,I,4,四,和,4,ヨン,39551
,I,日,日,和,日,カ,5582
,I,、,、,記号,、,,24
,I,自身,自身,漢,自身,ジシン,17859
,I,の,の,和,の,ノ,28989
,I,Twitter,,,,,　
,I,で,で,和,で,デ,25518
,I,「,「,記号,「,,33
,I,我々,我々-代名詞,和,我々,ワレワレ,41382
,I,(,（,記号,(,,46
,I,Twitter,,,,,　
,I,社,社,漢,社,シャ,15849
,I,),）,記号,),,49
,I,の,の,和,の,ノ,28989
,I,判断,判断,漢,判断,ハンダン,30405
,I,は,は,和,は,ハ,29321
,I,正しかっ,正しい,和,正しい,タダシイ,22353
,I,た,た,和,た,タ,21642
,I,の,の,和,の,ノ,28990
,I,か,か,和,か,カ,5569
,I,？,？,記号,？,,57
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,問題,問題,漢,問題,モンダイ,38048
,I,提起,提起,漢,提起,テイキ,24950
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,うえ,上,和,うえ,ウエ,2957
,I,で,で,和,で,デ,25518
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,(,（,記号,(,,46
,I,アカウント,アカウント-account,外,アカウント,アカウント,104581
,I,の,の,和,の,ノ,28989
,I,凍結,凍結,漢,凍結,トウケツ,25949
,I,は,は,和,は,ハ,29321
,I,),）,記号,),,49
,I,正しい,正しい,和,正しい,タダシイ,22353
,I,決断,決断,漢,決断,ケツダン,11186
,I,だっ,だ,和,だ,ダ,22916
,I,た,た,和,た,タ,21642
,I,と,と,和,と,ト,25826
,I,思う,思う,和,思う,オモウ,5255
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,健全,健全,漢,健全,ケンゼン,11375
,I,な,だ,和,だ,ダ,22916
,I,コミュニケーション,コミュニケーション-communication,外,コミュニケーション,コミュニケーション,13014
,I,を,を,和,を,ヲ,41407
,I,促進,促進,漢,促進,ソクシン,21232
,I,する,為る,和,する,スル,19537
,I,」,」,記号,」,,34
,I,こと,事,和,こと,コト,12836
,I,に,に,和,に,ニ,28178
,I,失敗,失敗,漢,失敗,シッパイ,15523
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,と,と,和,と,ト,25826
,I,認め,認める,和,認める,ミトメル,36659
,I,、,、,記号,、,,24
,I,モデレーション,,,,,　
,I,の,の,和,の,ノ,28989
,I,透明,透明,漢,透明,トウメイ,26147
,I,性,性,漢,性,セイ,19682
,I,を,を,和,を,ヲ,41407
,I,高める,高める,和,高める,タカメル,22087
,I,必要,必要,漢,必要,ヒツヨウ,31473
,I,性,性,漢,性,セイ,19682
,I,を,を,和,を,ヲ,41407
,I,説い,説く,和,説く,トク,26267
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,事件,事件,漢,事件,ジケン,17811
,I,後,後,漢,後,ゴ,13330
,I,、,、,記号,、,,24
,I,集会,集会,漢,集会,シュウカイ,16070
,I,で,で,和,で,デ,25518
,I,支持,支持,漢,支持,シジ,15310
,I,者,者,漢,者,シャ,15852
,I,を,を,和,を,ヲ,41407
,I,煽っ,煽る,和,煽る,アオル,304
,I,た,た,和,た,タ,21642
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,と,と,和,と,ト,25826
,I,ルドルフ,ルドルフ-Rudolf,固,ルドルフ,ルドルフ,99377
,I,・,・,記号,・,,44
,I,ジュリアーニ,ジュリアーニ-外国,固,ジュリアーニ,ジュリアーニ,140420
,I,を,を,和,を,ヲ,41407
,I,扇動,扇動,漢,扇動,センドウ,20598
,I,罪,罪,漢,罪,ザイ,14760
,I,に,に,和,に,ニ,28178
,I,問う,問う,和,問う,トウ,25860
,I,よう,様,漢,よう,ヨウ,39002
,I,求める,求める,和,求める,モトメル,37854
,I,声,声,和,声,コエ,12455
,I,が,が,和,が,ガ,7889
,I,高まり,高まる,和,高まる,タカマル,22075
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,7,七,和,7,ナナ,27908
,I,日,日,和,日,カ,5582
,I,に,に,和,に,ニ,28178
,I,連邦,連邦,漢,連邦,レンポウ,40823
,I,検察,検察,漢,検察,ケンサツ,11321
,I,は,は,和,は,ハ,29321
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,に,に,和,に,ニ,28178
,I,対する,対する,混,対する,タイスル,21823
,I,捜査,捜査,漢,捜査,ソウサ,21025
,I,や,や,和,や,ヤ,38083
,I,起訴,起訴,漢,起訴,キソ,8576
,I,の,の,和,の,ノ,28989
,I,可能,可能,漢,可能,カノウ,6969
,I,性,性,漢,性,セイ,19682
,I,を,を,和,を,ヲ,41407
,I,排除,排除,漢,排除,ハイジョ,29407
,I,し,為る,和,する,スル,19537
,I,ない,ない,和,ない,ナイ,27438
,I,考え,考え,和,考え,カンガエ,7506
,I,を,を,和,を,ヲ,41407
,I,示し,示す,和,示す,シメス,15789
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,8,八,漢,8,ハチ,29802
,I,日,日,漢,日,ニチ,28375
,I,に,に,和,に,ニ,28178
,I,は,は,和,は,ハ,29321
,I,ワシントン,ワシントン-Washington,固,ワシントン,ワシントン,41256
,I,連邦,連邦,漢,連邦,レンポウ,40823
,I,検察,検察,漢,検察,ケンサツ,11321
,I,局,局,漢,局,キョク,9359
,I,の,の,和,の,ノ,28989
,I,ケン,ケン,固,ケン,ケン,154690
,I,・,・,記号,・,,44
,I,コール,コール-Cole,固,コール,コール,13323
,I,は,は,和,は,ハ,29321
,I,F,Ｆ,記号,F,エフ,3997
,I,B,Ｂ,記号,B,ビー,32144
,I,I,Ｉ,記号,I,アイ,81
,I,は,は,和,は,ハ,29321
,I,今回,今回,漢,今回,コンカイ,13150
,I,の,の,和,の,ノ,28989
,I,事件,事件,漢,事件,ジケン,17811
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,「,「,記号,「,,33
,I,扇動,扇動,漢,扇動,センドウ,20598
,I,」,」,記号,」,,34
,I,や,や,和,や,ヤ,38083
,I,「,「,記号,「,,33
,I,反乱,反乱,漢,反乱,ハンラン,30467
,I,」,」,記号,」,,34
,I,の,の,和,の,ノ,28989
,I,疑い,疑い,和,疑い,ウタガイ,3186
,I,で,で,和,で,デ,25518
,I,捜査,捜査,漢,捜査,ソウサ,21025
,I,を,を,和,を,ヲ,41407
,I,行っ,行う,和,行う,オコナウ,4875
,I,て,て,和,て,テ,24874
,I,は,は,和,は,ハ,29321
,I,い,居る,和,いる,イル,2585
,I,ない,ない,和,ない,ナイ,27438
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,「,「,記号,「,,33
,I,その,其の,和,その,ソノ,21394
,I,種,種,漢,種,シュ,16025
,I,の,の,和,の,ノ,28989
,I,訴追,訴追,漢,訴追,ソツイ,21356
,I,が,が,和,が,ガ,7889
,I,行わ,行う,和,行う,オコナウ,4875
,I,れる,れる,和,れる,レル,40741
,I,見込み,見込み,和,見込み,ミコミ,36356
,I,は,は,和,は,ハ,29321
,I,ない,無い,和,ない,ナイ,27442
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,見解,見解,漢,見解,ケンカイ,11283
,I,を,を,和,を,ヲ,41407
,I,示し,示す,和,示す,シメス,15789
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,ただ,唯,和,ただ,タダ,22342
,I,民主,民主,漢,民主,ミンシュ,36952
,I,党,党,漢,党,トウ,25857
,I,内,内,漢,内,ナイ,27441
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,追及,追及,漢,追及,ツイキュウ,24335
,I,機運,機運,漢,機運,キウン,8289
,I,が,が,和,が,ガ,7889
,I,高く,高い,和,高い,タカイ,21995
,I,、,、,記号,、,,24
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,政権,政権,漢,政権,セイケン,19771
,I,へ,へ,和,へ,ヘ,33819
,I,政権,政権,漢,政権,セイケン,19771
,I,交代,交代,漢,交代,コウタイ,12202
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,後,後,和,後,アト,856
,I,に,に,和,に,ニ,28178
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,不正,不正,漢,不正,フセイ,32832
,I,捜査,捜査,漢,捜査,ソウサ,21025
,I,の,の,和,の,ノ,28989
,I,一環,一環,漢,一環,イッカン,2165
,I,で,で,和,で,デ,25518
,I,起訴,起訴,漢,起訴,キソ,8576
,I,に,に,和,に,ニ,28178
,I,踏み切る,踏み切る,和,踏み切る,フミキル,33003
,I,可能,可能,漢,可能,カノウ,6969
,I,性,性,漢,性,セイ,19682
,I,が,が,和,が,ガ,7889
,I,ある,有る,和,ある,アル,1216
,I,と,と,和,と,ト,25826
,I,報じ,報ずる,混,報ずる,ホウズル,34487
,I,られ,られる,和,られる,ラレル,39787
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,（,（,記号,（,,46
,I,司法,司法,漢,司法,シホウ,15710
,I,省,省,漢,省,ショウ,16556
,I,は,は,和,は,ハ,29321
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,年,年,漢,年,ネン,28927
,I,に,に,和,に,ニ,28178
,I,現職,現職,漢,現職,ゲンショク,11683
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,に,に,和,に,ニ,28178
,I,つい,つく,和,つく,ツク,24536
,I,て,て,和,て,テ,24874
,I,原則,原則,漢,原則,ゲンソク,11713
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,起訴,起訴,漢,起訴,キソ,8576
,I,し,為る,和,する,スル,19537
,I,ない,ない,和,ない,ナイ,27438
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,内部,内部,漢,内部,ナイブ,27508
,I,指針,指針,漢,指針,シシン,15304
,I,を,を,和,を,ヲ,41407
,I,定め,定める,和,定める,サダメル,14219
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,退任,退任,漢,退任,タイニン,21888
,I,後,後,漢,後,ゴ,13330
,I,は,は,和,は,ハ,29321
,I,適用,適用,漢,適用,テキヨウ,25115
,I,の,の,和,の,ノ,28989
,I,対象,対象,漢,対象,タイショウ,21796
,I,外,外,漢,外,ガイ,7894
,I,と,と,和,と,ト,25826
,I,なる,成る,和,なる,ナル,28061
,I,ため,為,和,ため,タメ,22686
,I,）,）,記号,）,,49
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,政界,政界,漢,政界,セイカイ,19723
,I,で,で,和,で,デ,25518
,I,は,は,和,は,ハ,29321
,I,民主,民主,漢,民主,ミンシュ,36952
,I,党,党,漢,党,トウ,25857
,I,から,から,和,から,カラ,7219
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,解任,解任,漢,解任,カイニン,5871
,I,を,を,和,を,ヲ,41407
,I,求める,求める,和,求める,モトメル,37854
,I,声,声,和,声,コエ,12455
,I,が,が,和,が,ガ,7889
,I,高まっ,高まる,和,高まる,タカマル,22075
,I,て,て,和,て,テ,24874
,I,おり,居る,和,おる,オル,5360
,I,、,、,記号,、,,24
,I,共和,共和,漢,共和,キョウワ,9351
,I,党,党,漢,党,トウ,25857
,I,から,から,和,から,カラ,7219
,I,も,も,和,も,モ,37562
,I,部分,部分,漢,部分,ブブン,33429
,I,的,的,漢,的,テキ,25076
,I,に,だ,和,だ,ダ,22916
,I,同調,同調,漢,同調,ドウチョウ,27124
,I,する,為る,和,する,スル,19537
,I,声,声,和,声,コエ,12455
,I,が,が,和,が,ガ,7889
,I,出,出る,和,出る,デル,25728
,I,始め,始める,和,始める,ハジメル,29733
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,ナンシー,ナンシー-Nancy,固,ナンシー,ナンシー,28123
,I,・,・,記号,・,,44
,I,ペロシ,,,,,　
,I,下院,下院,漢,下院,カイン,5947
,I,議長,議長,漢,議長,ギチョウ,9815
,I,は,は,和,は,ハ,29321
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,の,の,和,の,ノ,28989
,I,精神,精神,漢,精神,セイシン,19841
,I,状態,状態,漢,状態,ジョウタイ,18578
,I,を,を,和,を,ヲ,41407
,I,不安,不安,漢,不安,フアン,32348
,I,視,視,漢,視,シ,14949
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,が,が,和,が,ガ,7889
,I,核,核,漢,核,カク,6125
,I,兵器,兵器,漢,兵器,ヘイキ,33845
,I,を,を,和,を,ヲ,41407
,I,使っ,使う,和,使う,ツカウ,24457
,I,た,た,和,た,タ,21642
,I,攻撃,攻撃,漢,攻撃,コウゲキ,12009
,I,命令,命令,漢,命令,メイレイ,37344
,I,を,を,和,を,ヲ,41407
,I,出す,出す,和,出す,ダス,23145
,I,こと,事,和,こと,コト,12836
,I,など,など,和,など,ナド,27905
,I,を,を,和,を,ヲ,41407
,I,防ぐ,防ぐ,和,防ぐ,フセグ,32836
,I,ため,為,和,ため,タメ,22686
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,マーク,マーク-mark,外,マーク,マーク,36202
,I,・,・,記号,・,,44
,I,ミリー,ミリー-外国,固,ミリー,ミリー,146734
,I,統合,統合,漢,統合,トウゴウ,25969
,I,参謀,参謀,漢,参謀,サンボウ,14695
,I,本部,本部,漢,本部,ホンブ,34959
,I,議長,議長,漢,議長,ギチョウ,9815
,I,と,と,和,と,ト,25826
,I,協議,協議,漢,協議,キョウギ,9189
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,8,八,漢,8,ハチ,29802
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,さらに,更に,和,さらに,サラニ,14448
,I,ペロシ,,,,,　
,I,下院,下院,漢,下院,カイン,5947
,I,議長,議長,漢,議長,ギチョウ,9815
,I,は,は,和,は,ハ,29321
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,1,一,漢,1,イチ,2050
,I,1,一,漢,1,イチ,2050
,I,日,日,漢,日,ニチ,28375
,I,に,に,和,に,ニ,28178
,I,マイク,マイク-外国,固,マイク,マイク,137910
,I,・,・,記号,・,,44
,I,ペンス,ペンス-pence,外,ペンス,ペンス,134743
,I,副,副,漢,副,フク,32590
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,に,に,和,に,ニ,28178
,I,憲法,憲法,漢,憲法,ケンポウ,11430
,I,の,の,和,の,ノ,28989
,I,規定,規定,漢,規定,キテイ,8709
,I,に,に,和,に,ニ,28178
,I,基づい,基づく,和,基づく,モトヅク,37837
,I,て,て,和,て,テ,24874
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,を,を,和,を,ヲ,41407
,I,解任,解任,漢,解任,カイニン,5871
,I,する,為る,和,する,スル,19537
,I,こと,事,和,こと,コト,12836
,I,を,を,和,を,ヲ,41407
,I,求める,求める,和,求める,モトメル,37854
,I,動議,動議,漢,動議,ドウギ,27013
,I,を,を,和,を,ヲ,41407
,I,下院,下院,漢,下院,カイン,5947
,I,に,に,和,に,ニ,28178
,I,提出,提出,漢,提出,テイシュツ,24983
,I,する,為る,和,する,スル,19537
,I,意向,意向,漢,意向,イコウ,1772
,I,を,を,和,を,ヲ,41407
,I,示し,示す,和,示す,シメス,15789
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,1,一,漢,1,イチ,2050
,I,2,二,漢,2,ニ,28181
,I,日,日,漢,日,ニチ,28375
,I,に,に,和,に,ニ,28178
,I,本,本,漢,本,ホン,34869
,I,会議,会議,漢,会議,カイギ,5679
,I,で,で,和,で,デ,25518
,I,賛成,賛成,漢,賛成,サンセイ,14606
,I,多数,多数,漢,多数,タスウ,22296
,I,で,で,和,で,デ,25518
,I,可決,可決,漢,可決,カケツ,6285
,I,さ,為る,和,する,スル,19537
,I,れ,れる,和,れる,レル,40741
,I,た,た,和,た,タ,21642
,I,が,が,和,が,ガ,7888
,I,、,、,記号,、,,24
,I,ペンス,ペンス-pence,外,ペンス,ペンス,134743
,I,は,は,和,は,ハ,29321
,I,採決,採決,漢,採決,サイケツ,13688
,I,に,に,和,に,ニ,28178
,I,先立ち,先立つ,和,先立つ,サキダツ,13962
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,の,の,和,の,ノ,28989
,I,解任,解任,漢,解任,カイニン,5871
,I,に,に,和,に,ニ,28178
,I,応じ,応ずる,混,応ずる,オウズル,4453
,I,ない,ない,和,ない,ナイ,27438
,I,意向,意向,漢,意向,イコウ,1772
,I,を,を,和,を,ヲ,41407
,I,ペロシ,,,,,　
,I,に,に,和,に,ニ,28178
,I,書簡,書簡,漢,書簡,ショカン,16905
,I,で,で,和,で,デ,25518
,I,伝え,伝える,和,伝える,ツタエル,24607
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,1,一,漢,1,イチ,2050
,I,3,三,漢,3,サン,14499
,I,日,日,漢,日,ニチ,28375
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,反乱,反乱,漢,反乱,ハンラン,30467
,I,を,を,和,を,ヲ,41407
,I,扇動,扇動,漢,扇動,センドウ,20598
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,に,に,和,に,ニ,28178
,I,対する,対する,混,対する,タイスル,21823
,I,弾劾,弾劾,漢,弾劾,ダンガイ,23296
,I,（,（,記号,（,,46
,I,英語,英語,漢,英語,エイゴ,3653
,I,版,版,漢,版,ハン,30308
,I,）,）,記号,）,,49
,I,の,の,和,の,ノ,28989
,I,決議,決議,漢,決議,ケツギ,11180
,I,案,案,漢,案,アン,1321
,I,が,が,和,が,ガ,7889
,I,下院,下院,漢,下院,カイン,5947
,I,で,で,和,で,デ,25518
,I,可決,可決,漢,可決,カケツ,6285
,I,[,［,記号,[,,58
,I,3,三,漢,3,サン,14499
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,2,二,漢,2,ニ,28181
,I,月,月,漢,月,ガツ,8121
,I,1,一,漢,1,イチ,2050
,I,3,三,漢,3,サン,14499
,I,日,日,漢,日,ニチ,28375
,I,、,、,記号,、,,24
,I,上院,上院,漢,上院,ジョウイン,18491
,I,の,の,和,の,ノ,28989
,I,弾劾,弾劾,漢,弾劾,ダンガイ,23296
,I,裁判,裁判,漢,裁判,サイバン,13810
,I,（,（,記号,（,,46
,I,英語,英語,漢,英語,エイゴ,3653
,I,版,版,漢,版,ハン,30308
,I,）,）,記号,）,,49
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,有罪,有罪,漢,有罪,ユウザイ,38651
,I,5,五,漢,5,ゴ,13327
,I,7,七,和,7,ナナ,27908
,I,票,票,漢,票,ヒョウ,31715
,I,、,、,記号,、,,24
,I,無罪,無罪,漢,無罪,ムザイ,37083
,I,4,四,和,4,ヨン,39551
,I,3,三,漢,3,サン,14499
,I,票,票,漢,票,ヒョウ,31715
,I,で,で,和,で,デ,25518
,I,罰則,罰則,漢,罰則,バッソク,30689
,I,に,に,和,に,ニ,28178
,I,必要,必要,漢,必要,ヒツヨウ,31473
,I,な,だ,和,だ,ダ,22916
,I,3,三,漢,3,サン,14499
,I,分,分,漢,分,ブン,51535
,I,の,の,和,の,ノ,28989
,I,2,二,漢,2,ニ,28181
,I,に,に,和,に,ニ,28178
,I,届か,届く,和,届く,トドク,26509
,I,なかっ,ない,和,ない,ナイ,27438
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,1,一,漢,1,イチ,2050
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,退任,退任,漢,退任,タイニン,21888
,I,後,後,漢,後,ゴ,13330
,I,（,（,記号,（,,46
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,1,一,漢,1,イチ,2050
,I,年,年,漢,年,ネン,28927
,I,-,,,,,　
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,5,五,漢,5,ゴ,13327
,I,年,年,漢,年,ネン,28927
,I,）,）,記号,）,,49
,I,[,［,記号,[,,58
,I,編集,編集,漢,編集,ヘンシュウ,34038
,I,],］,記号,],,59
,B,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,1,一,漢,1,イチ,2050
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,日,日,漢,日,ニチ,28375
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,は,は,和,は,ハ,29321
,I,退任,退任,漢,退任,タイニン,21888
,I,の,の,和,の,ノ,28989
,I,ビデオ,ビデオ-video,外,ビデオ,ビデオ,32042
,I,メッセージ,メッセージ-message,外,メッセージ,メッセージ,37444
,I,声明,声明,漢,声明,セイメイ,20003
,I,を,を,和,を,ヲ,41407
,I,発表,発表,漢,発表,ハッピョウ,29893
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,自ら,自ら,和,自ら,ミズカラ,36431
,I,の,の,和,の,ノ,28989
,I,4,四,和,4,ヨン,39551
,I,年間,年間,漢,年間,ネンカン,28934
,I,の,の,和,の,ノ,28989
,I,実績,実績,漢,実績,ジッセキ,17948
,I,を,を,和,を,ヲ,41407
,I,アピール,アピール-appeal,外,アピール,アピール,939
,I,し,為る,和,する,スル,19537
,I,つつ,つつ,和,つつ,ツツ,24632
,I,「,「,記号,「,,33
,I,新,新,漢,新,シン,17231
,I,政権,政権,漢,政権,セイケン,19771
,I,が,が,和,が,ガ,7889
,I,米国,米国,固,米国,ベイコク,34111
,I,の,の,和,の,ノ,28989
,I,安全,安全,漢,安全,アンゼン,1366
,I,と,と,和,と,ト,25826
,I,繁栄,繁栄,漢,繁栄,ハンエイ,30318
,I,を,を,和,を,ヲ,41407
,I,維持,維持,漢,維持,イジ,1888
,I,できる,出来る,和,できる,デキル,25624
,I,よう,様,漢,よう,ヨウ,39002
,I,祈っ,祈る,和,祈る,イノル,2409
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,」,」,記号,」,,34
,I,と,と,和,と,ト,25826
,I,述べ,述べる,和,述べる,ノベル,29195
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,2,二,漢,2,ニ,28181
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,次期,次期,漢,次期,ジキ,17779
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,バイデン,バイデン-Biden,固,バイデン,バイデン,247058
,I,の,の,和,の,ノ,28989
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,就任,就任,漢,就任,シュウニン,16188
,I,式,式,漢,式,シキ,15098
,I,に,に,和,に,ニ,28178
,I,参加,参加,漢,参加,サンカ,14513
,I,する,為る,和,する,スル,19537
,I,か,か,和,か,カ,5568
,I,否,否,和,否,イナ,2343
,I,か,か,和,か,カ,5568
