辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,定義,定義,テイギ,名詞-普通名詞-サ変可能,テイギ,24955
,I,式,式,シキ,接尾辞-名詞的-一般,シキ,15099
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,段階,段階,ダンカイ,名詞-普通名詞-一般,ダンカイ,23292
,I,で,で,デ,助詞-格助詞,デ,25518
,I,+,＋,,補助記号-一般,,86240
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,項,項,コウ,名詞-普通名詞-一般,コウ,11861
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,追加,追加,ツイカ,名詞-普通名詞-サ変可能,ツイカ,24331
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,ため,為,タメ,名詞-普通名詞-副詞可能,タメ,22686
,I,，,，,,補助記号-読点,,50
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,除算,除算,ジョザン,名詞-普通名詞-サ変可能,ジョサン,18672
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,考慮,考慮,コウリョ,名詞-普通名詞-サ変可能,コウリョ,12436
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,不要,不要,フヨウ,形状詞-一般,フヨウ,33046
,I,で,だ,ダ,助動詞,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,B,:n:D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,(,（,,補助記号-括弧開,,46
,I,Document,,,名詞,,　
,I,Length,,,名詞,,　
,I,),）,,補助記号-括弧閉,,49
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,I,と,と,ト,助詞-格助詞,ト,25826
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,(,（,,補助記号-括弧開,,46
,I,O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,),）,,補助記号-括弧閉,,49
,B,:n:D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,I,(,（,,補助記号-括弧開,,46
,I,O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,),）,,補助記号-括弧閉,,49
,B,:n:D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,ある,或る,アル,連体詞,アル,1215
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,含ま,含む,フクム,動詞-一般,フクム,32685
,I,れる,れる,レル,助動詞,レル,40741
,I,総,総,ソウ,接頭辞,ソウ,20947
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表す,表わす,アラワス,動詞-一般,アラワス,1169
,I,．,．,,補助記号-句点,,51
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,ごと,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,存在,存在,ソンザイ,名詞-普通名詞-サ変可能,ソンザイ,21491
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,際,際,サイ,名詞-普通名詞-副詞可能,サイ,13640
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,分母,分母,ブンボ,名詞-普通名詞-一般,ブンボ,33643
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同じ,同じ,オナジ,連体詞,オナジ,5118
,I,値,値,アタイ,名詞-普通名詞-サ変可能,アタイ,724
,I,と,と,ト,助詞-格助詞,ト,25826
,I,なる,成る,ナル,動詞-非自立可能,ナル,28061
,I,．,．,,補助記号-句点,,51
,B,:n:D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,(,（,,補助記号-括弧開,,46
,I,O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,),）,,補助記号-括弧閉,,49
,B,:n:ある,或る,アル,連体詞,アル,1215
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,d,Ｄ,ディー,記号-文字,ディー,25577
,I,j,Ｊ,ジェー,記号-文字,ジェー,17726
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,おけ,於く,オク,動詞-一般,オク,4810
,I,る,り,リ,助動詞,リ,39865
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,．,．,,補助記号-句点,,51
,B,:n:d,Ｄ,ディー,記号-文字,ディー,25577
,B,l,Ｌ,エル,記号-文字,エル,4109
,B,(,（,,補助記号-括弧開,,46
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,す,為る,スル,動詞-非自立可能,ス,19537
,B,べ,べい,ベイ,助詞-終助詞,ベ,99045
,B,て,で,デ,接続詞,テ,25516
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,単,単,ヒトエ,名詞-普通名詞-一般,ヒトエ,49106
,B,語,語,ゴ,名詞-普通名詞-一般,ゴ,13334
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,出,出,デ,名詞-普通名詞-一般,デ,25522
,B,現,現,ゲン,接頭辞,ゲン,11618
,B,回,回,カイ,名詞-普通名詞-助数詞可能,カイ,5606
,B,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,和,和,ワ,名詞-普通名詞-一般,ワ,41103
,B,=,＝,,補助記号-一般,,55
,B,∑,,,名詞,,　
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,∈,∈,,補助記号-一般,,86256
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,:n:f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,また,又,マタ,接続詞,マタ,35734
,I,，,，,,補助記号-読点,,50
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,時,時,ジ,名詞-普通名詞-助数詞可能,ジ,17684
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,集合,集合,シュウゴウ,名詞-普通名詞-サ変可能,シュウゴウ,16103
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,平均,平均,ヘイキン,名詞-普通名詞-サ変可能,ヘイキン,33849
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,も,も,モ,助詞-係助詞,モ,37562
,I,使用,使用,シヨウ,名詞-普通名詞-サ変可能,シヨウ,17084
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,ため,為,タメ,名詞-普通名詞-副詞可能,タメ,22686
,I,，,，,,補助記号-読点,,50
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,事前,事前,ジゼン,名詞-普通名詞-一般,ジゼン,17895
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,おく,置く,オク,動詞-非自立可能,オク,4811
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,ヒツヨウ,31473
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,B,:n:a,Ａ,エー,記号-文字,エー,4296
,B,v,Ｖ,ブイ,記号-文字,ブイ,33306
,B,g,Ｇ,ジー,記号-文字,ジー,18833
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,l,Ｌ,エル,記号-文字,エル,4109
,B,=,＝,,補助記号-一般,,55
,B,文,文,ブン,名詞-普通名詞-一般,ブン,33545
,B,書,書,ショ,名詞-普通名詞-一般,ショ,16524
,B,全,全,ゼン,接頭辞,ゼン,20756
,B,体,体,カラダ,名詞-普通名詞-一般,カラダ,7241
,B,の,の,ノ,助詞-格助詞,ノ,28989
,B,平,ヒラ,ヒラ,名詞-固有名詞-人名-姓,ヒラ,205626
,B,均,ヒトシ,ヒトシ,名詞-固有名詞-人名-名,ヒトシ,31530
,B,D,Ｄ,ディー,記号-文字,ディー,25577
,B,L,Ｌ,エル,記号-文字,エル,4109
,B,値,値,アタイ,名詞-普通名詞-サ変可能,アタイ,724
,B,=,＝,,補助記号-一般,,55
,B,∑,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,∈,∈,,補助記号-一般,,86256
,B,D,Ｄ,ディー,記号-文字,ディー,25577
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,l,Ｌ,エル,記号-文字,エル,4109
,B,(,（,,補助記号-括弧開,,46
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,|,｜,,補助記号-一般,,86220
,B,D,Ｄ,ディー,記号-文字,ディー,25577
,B,|,｜,,補助記号-一般,,86220
,B,それ,其れ,ソレ,代名詞,ソレ,21461
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,，,，,,補助記号-読点,,50
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,，,，,,補助記号-読点,,50
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,，,，,,補助記号-読点,,50
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,全体,全体,ゼンタイ,名詞-普通名詞-一般,ゼンタイ,20844
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,平均,平均,ヘイキン,名詞-普通名詞-サ変可能,ヘイキン,33849
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,L,Ｌ,エル,記号-文字,エル,4109
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,(,（,,補助記号-括弧開,,46
,I,avgdl,,,名詞,,　
,I,),）,,補助記号-括弧閉,,49
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,確認,確認,カクニン,名詞-普通名詞-サ変可能,カクニン,6217
,I,しよう,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,で,で,デ,助詞-格助詞,デ,25518
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,I,と,と,ト,助詞-格助詞,ト,25826
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,で,で,デ,助詞-格助詞,デ,25518
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,意味,意味,イミ,名詞-普通名詞-サ変可能,イミ,2492
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,，,，,,補助記号-読点,,50
,I,Okapi,,,名詞,,　
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,毎,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,I,また,又,マタ,接続詞,マタ,35734
,I,，,，,,補助記号-読点,,50
,I,こちら,此方,コチラ,代名詞,コチラ,12777
,I,も,も,モ,助詞-係助詞,モ,37562
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,に,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,Okapi,,,名詞,,　
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,で,で,デ,助詞-格助詞,デ,25518
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,ごと,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,，,，,,補助記号-読点,,50
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,ごと,毎,ゴト,接尾辞-名詞的-一般,ゴト,13517
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,存在,存在,ソンザイ,名詞-普通名詞-サ変可能,ソンザイ,21491
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,B,:n:O,Ｏ,オー,記号-文字,オー,5486
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,a,Ａ,エー,記号-文字,エー,4296
,I,p,Ｐ,ピー,記号-文字,ピー,32239
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I, B,Ｂ,ビー,記号-文字,ビー,32144
,I,M,Ｍ,エム,記号-文字,エム,4042
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,重要,重要,ジュウヨウ,形状詞-一般,ジュウヨウ,18245
,I,度,度,ド,名詞-普通名詞-助数詞可能,ド,26947
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,算出,算出,サンシュツ,名詞-普通名詞-サ変可能,サンシュツ,14579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,I,なお,猶,ナオ,接続詞,ナオ,27537
,I,，,，,,補助記号-読点,,50
,I,式中,式中,シキチュウ,名詞-普通名詞-一般,シキチュウ,175013
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,k,Ｋ,ケー,記号-文字,ケー,11455
,I,1,一,イチ,名詞-数詞,イチ,2050
,I,と,と,ト,助詞-格助詞,ト,25826
,I,b,Ｂ,ビー,記号-文字,ビー,32144
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,後ほど,後程,ノチホド,名詞-普通名詞-副詞可能,ノチホド,29134
,I,解説,解説,カイセツ,名詞-普通名詞-サ変可能,カイセツ,5787
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,．,．,,補助記号-句点,,51
,B,:n:s,Ｓ,エス,記号-文字,エス,3819
,B,c,Ｃ,シー,記号-文字,シー,17600
,B,o,Ｏ,オー,記号-文字,オー,5486
,B,r,Ｒ,アール,記号-文字,アール,1477
,B,e,Ｅ,イー,記号-文字,イー,2868
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,(,（,,補助記号-括弧開,,46
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,+,＋,,補助記号-一般,,86240
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,),）,,補助記号-括弧閉,,49
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,,,,,名詞,,　
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,+,＋,,補助記号-一般,,86240
,B,k,Ｋ,ケー,記号-文字,ケー,11455
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,・,・,,補助記号-一般,,44
,B,(,（,,補助記号-括弧開,,46
,B,1,一,イチ,名詞-数詞,イチ,2050
,B,−,−,,補助記号-一般,,86242
,B,b,Ｂ,ビー,記号-文字,ビー,32144
,B,+,＋,,補助記号-一般,,86240
,B,b,Ｂ,ビー,記号-文字,ビー,32144
,B,・,・,,補助記号-一般,,44
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,l,Ｌ,エル,記号-文字,エル,4109
,B,(,（,,補助記号-括弧開,,46
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,j,Ｊ,ジェー,記号-文字,ジェー,17726
,B,),）,,補助記号-括弧閉,,49
,B,a,Ａ,エー,記号-文字,エー,4296
,B,v,Ｖ,ブイ,記号-文字,ブイ,33306
,B,g,Ｇ,ジー,記号-文字,ジー,18833
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,l,Ｌ,エル,記号-文字,エル,4109
,B,),）,,補助記号-括弧閉,,49
,B,score,,,名詞,,　
,I,(,（,,補助記号-括弧開,,46
,I,t,Ｔ,ティー,記号-文字,ティー,24900
