辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,I,精度,精度,セイド,名詞-普通名詞-一般,セイド,19940
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,推論,推論,スイロン,名詞-普通名詞-サ変可能,スイロン,18993
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,「,「,,補助記号-括弧開,,33
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,1,一,イチ,名詞-数詞,イチ,2050
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同等,同等,ドウトウ,形状詞-一般,ドウトウ,27136
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,性能,性能,セイノウ,名詞-普通名詞-一般,セイノウ,19954
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,もち,持つ,モツ,動詞-一般,モツ,37804
,I,ながら,ながら,ナガラ,助詞-接続助詞,ナガラ,27743
,I,、,、,,補助記号-読点,,24
,I,価格,価格,カカク,名詞-普通名詞-一般,カカク,6003
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,OpenAI,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,1,一,イチ,名詞-数詞,イチ,2050
,I, A,Ａ,エー,記号-文字,エー,4296
,I,P,Ｐ,ピー,記号-文字,ピー,32239
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,価格,価格,カカク,名詞-普通名詞-一般,カカク,6003
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,分,分,ブン,接尾辞-名詞的-サ変可能,ブン,51535
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,1,一,イチ,名詞-数詞,イチ,2050
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,B,●,●,,補助記号-一般,,20
,I,GitHub,,,名詞,,　
,I,Copilot,,,名詞,,　
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,C,Ｃ,シー,記号-文字,シー,17600
,I,o,Ｏ,オー,記号-文字,オー,5486
,I,d,Ｄ,ディー,記号-文字,ディー,25577
,I,e,Ｅ,イー,記号-文字,イー,2868
,I, L,Ｌ,エル,記号-文字,エル,4109
,I,l,Ｌ,エル,記号-文字,エル,4109
,I,a,Ａ,エー,記号-文字,エー,4296
,I,m,Ｍ,エム,記号-文字,エム,4042
,I,a,Ａ,エー,記号-文字,エー,4296
,I,など,など,ナド,助詞-副助詞,ナド,27905
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同じく,同じく,オナジク,副詞,オナジク,5119
,I,、,、,,補助記号-読点,,24
,I,開発,開発,カイハツ,名詞-普通名詞-サ変可能,カイハツ,5876
,I,者,者,シャ,接尾辞-名詞的-一般,シャ,15852
,I,向け,向け,ムケ,接尾辞-名詞的-一般,ムケ,37047
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,コード,コード-code,コード,名詞-普通名詞-一般,コード,13308
,I,補完,補完,ホカン,名詞-普通名詞-サ変可能,ホカン,34607
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,デバッグ,デバッグ-debug,デバッグ,名詞-普通名詞-サ変可能,デバッグ,83488
,I,、,、,,補助記号-読点,,24
,I,最適,最適,サイテキ,形状詞-一般,サイテキ,13780
,I,化,化,カ,接尾辞-名詞的-サ変可能,カ,5577
,I,など,など,ナド,助詞-副助詞,ナド,27905
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,行える,行う,オコナウ,動詞-一般,オコナエル,4875
,B,Janus,,,名詞,,　
,I,-,,,名詞,,　
,I,Pro,,,名詞,,　
,I,-,,,名詞,,　
,I,7,七,ナナ,名詞-数詞,ナナ,27908
,I,B,Ｂ,ビー,記号-文字,ビー,32144
,B,（,（,,補助記号-括弧開,,46
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,年,年,ネン,名詞-普通名詞-助数詞可能,ネン,28927
,I,1,一,イチ,名詞-数詞,イチ,2050
,I,月,月,ガツ,名詞-普通名詞-助数詞可能,ガツ,8121
,I,）,）,,補助記号-括弧閉,,49
,I, ●,●,,補助記号-一般,,20
,I,7,七,ナナ,名詞-数詞,ナナ,27908
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,億,億,オク,名詞-数詞,オク,4808
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,パラメータ,パラメーター-parameter,パラメーター,名詞-普通名詞-一般,パラメータ,31017
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,持つ,持つ,モツ,動詞-一般,モツ,37804
,I,大,大,ダイ,接頭辞,ダイ,22935
,I,規模,規模,キボ,名詞-普通名詞-一般,キボ,8810
,I,な,だ,ダ,助動詞,ダ,22916
,I,言語,言語,ゲンゴ,名詞-普通名詞-一般,ゲンゴ,11660
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,B,●,●,,補助記号-一般,,20
,I,画像,画像,ガゾウ,名詞-普通名詞-一般,ガゾウ,8069
,I,生成,生成,セイセイ,名詞-普通名詞-サ変可能,セイセイ,19868
,I,と,と,ト,助詞-格助詞,ト,25826
,I,文章,文章,ブンショウ,名詞-普通名詞-一般,ブンショウ,33596
,I,理解,理解,リカイ,名詞-普通名詞-サ変可能,リカイ,39891
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,おい,於く,オク,動詞-一般,オク,4810
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,強み,強み,ツヨミ,名詞-普通名詞-一般,ツヨミ,60346
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,もつ,持つ,モツ,動詞-一般,モツ,37804
,B,●,●,,補助記号-一般,,20
,I,大量,大量,タイリョウ,名詞-普通名詞-形状詞可能,タイリョウ,21957
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,高速,高速,コウソク,名詞-普通名詞-形状詞可能,コウソク,12195
,I,で,だ,ダ,助動詞,ダ,22916
,I,処理,処理,ショリ,名詞-普通名詞-サ変可能,ショリ,17068
,I,でき,出来る,デキル,動詞-非自立可能,デキル,25624
,I,、,、,,補助記号-読点,,24
,I,より,より,ヨリ,副詞,ヨリ,39502
,I,複雑,複雑,フクザツ,名詞-普通名詞-形状詞可能,フクザツ,32623
,I,な,だ,ダ,助動詞,ダ,22916
,I,タスク,タスク-task,タスク,名詞-普通名詞-一般,タスク,22299
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,対応,対応,タイオウ,名詞-普通名詞-サ変可能,タイオウ,21679
,I,可能,可能,カノウ,形状詞-一般,カノウ,6969
,B,DeepSeek,,,名詞,,　
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,大,大,ダイ,接頭辞,ダイ,22935
,I,規模,規模,キボ,名詞-普通名詞-一般,キボ,8810
,I,言語,言語,ゲンゴ,名詞-普通名詞-一般,ゲンゴ,11660
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,開発,開発,カイハツ,名詞-普通名詞-サ変可能,カイハツ,5876
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,おい,於く,オク,動詞-一般,オク,4810
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,オープン,オープン-open,オープン,名詞-普通名詞-サ変形状詞可能,オープン,5554
,I,ソース,ソース-sauce,ソース,名詞-普通名詞-一般,ソース,83327
,I,戦略,戦略,センリャク,名詞-普通名詞-一般,センリャク,20666
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,重視,重視,ジュウシ,名詞-普通名詞-サ変可能,ジュウシ,18191
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,おり,居る,オル,動詞-非自立可能,オル,5360
,I,、,、,,補助記号-読点,,24
,I,多く,多く,オオク,名詞-普通名詞-副詞可能,オオク,4565
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,無料,無料,ムリョウ,名詞-普通名詞-一般,ムリョウ,37220
,I,で,で,デ,助詞-格助詞,デ,25518
,I,公開,公開,コウカイ,名詞-普通名詞-サ変可能,コウカイ,11922
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,I,しかし,然し,シカシ,接続詞,シカシ,15066
,I,、,、,,補助記号-読点,,24
,I,特定,特定,トクテイ,名詞-普通名詞-サ変可能,トクテイ,26316
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,高度,高度,コウド,形状詞-一般,コウド,12282
,I,な,だ,ダ,助動詞,ダ,22916
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,キノウ,8759
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,つい,つく,ツク,動詞-一般,ツク,24536
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,A,Ａ,エー,記号-文字,エー,4296
,I,P,Ｐ,ピー,記号-文字,ピー,32239
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,通じ,通ずる,ツウズル,動詞-一般,ツウズル,24416
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,提供,提供,テイキョウ,名詞-普通名詞-サ変可能,テイキョウ,24954
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,おり,居る,オル,動詞-非自立可能,オル,5360
,I,、,、,,補助記号-読点,,24
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,料金,料金,リョウキン,名詞-普通名詞-一般,リョウキン,40224
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,発生,発生,ハッセイ,名詞-普通名詞-サ変可能,ハッセイ,29872
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,場合,場合,バアイ,名詞-普通名詞-副詞可能,バアイ,30510
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あり,有る,アル,動詞-非自立可能,アル,1216
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:各,各,カク,接頭辞,カク,6121
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,価格,価格,カカク,名詞-普通名詞-一般,カカク,6003
,I,帯,帯,タイ,接尾辞-名詞的-一般,タイ,21661
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,下記,下記,カキ,名詞-普通名詞-一般,カキ,48038
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,DeepSeek,,,名詞,,　
,I,公式,公式,コウシキ,名詞-普通名詞-形状詞可能,コウシキ,12074
,I,サイト,サイト-site,サイト,名詞-普通名詞-一般,サイト,87752
,I,にて,にて,ニテ,助詞-格助詞,ニテ,28463
,I,公開,公開,コウカイ,名詞-普通名詞-サ変可能,コウカイ,11922
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,I,定期,定期,テイキ,名詞-普通名詞-一般,テイキ,24949
,I,的,的,テキ,接尾辞-形状詞的,テキ,25076
,I,に,だ,ダ,助動詞,ダ,22916
,I,公式,公式,コウシキ,名詞-普通名詞-形状詞可能,コウシキ,12074
,I,サイト,サイト-site,サイト,名詞-普通名詞-一般,サイト,87752
,I,より,より,ヨリ,助詞-格助詞,ヨリ,39501
,I,、,、,,補助記号-読点,,24
,I,最新,最新,サイシン,名詞-普通名詞-一般,サイシン,13735
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,と,と,ト,助詞-格助詞,ト,25826
,I,価格,価格,カカク,名詞-普通名詞-一般,カカク,6003
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,チェック,チェック-check,チェック,名詞-普通名詞-サ変可能,チェック,23405
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,お,御,オ,接頭辞,オ,4350
,I,すすめ,勧める,ススメル,動詞-一般,ススメル,19188
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,出典,出典,シュッテン,名詞-普通名詞-一般,シュッテン,55692
,I,：,：,,補助記号-一般,,53
,I,DeepSeek,,,名詞,,　
,I,│,,,名詞,,　
,I,Models,,,名詞,,　
,I, &,＆,,補助記号-一般,,86214
,I,Pricing,,,名詞,,　
,B,:n:DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,4,四,ヨン,名詞-数詞,ヨン,39551
,I,つ,つ,ツ,接尾辞-名詞的-助数詞,ツ,24322
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,方法,方法,ホウホウ,名詞-普通名詞-一般,ホウホウ,34563
,B,:n::n:DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,モデル,モデル-model,モデル,名詞-普通名詞-一般,モデル,37817
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,方法,方法,ホウホウ,名詞-普通名詞-一般,ホウホウ,34563
,I,と,と,ト,助詞-格助詞,ト,25826
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,主に,主に,オモニ,副詞,オモニ,5276
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,4,四,ヨン,名詞-数詞,ヨン,39551
,I,つ,つ,ツ,接尾辞-名詞的-助数詞,ツ,24322
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あり,有る,アル,動詞-非自立可能,アル,1216
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:・,・,,補助記号-一般,,44
,I,Web,,,名詞,,　
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,（,（,,補助記号-括弧開,,46
,I,ブラウザ,ブラウザ-browser,ブラウザ,名詞-普通名詞-一般,ブラウザ,33440
,I,から,から,カラ,助詞-格助詞,カラ,7219
,I,直接,直接,チョクセツ,副詞,チョクセツ,24154
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,）,）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,I, アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,（,（,,補助記号-括弧開,,46
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I,O,Ｏ,オー,記号-文字,オー,5486
,I,S,Ｓ,エス,記号-文字,エス,3819
,I,・,・,,補助記号-一般,,44
,I,Android,,,名詞,,　
,I,向け,向け,ムケ,接尾辞-名詞的-一般,ムケ,37047
,I,）,）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,I, A,Ａ,エー,記号-文字,エー,4296
,I,P,Ｐ,ピー,記号-文字,ピー,32239
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,（,（,,補助記号-括弧開,,46
,I,開発,開発,カイハツ,名詞-普通名詞-サ変可能,カイハツ,5876
,I,者,者,シャ,接尾辞-名詞的-一般,シャ,15852
,I,向け,向け,ムケ,接尾辞-名詞的-一般,ムケ,37047
,I,インターフェース,インターフェース-interface,インターフェース,名詞-普通名詞-一般,インターフェース,2781
,I,）,）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,I,Azure,,,名詞,,　
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,（,（,,補助記号-括弧開,,46
,I,Microsoft,,,名詞,,　
,I,Azure,,,名詞,,　
,I,経由,経由,ケイユ,名詞-普通名詞-サ変可能,ケイユ,11057
,I,で,で,デ,助詞-格助詞,デ,25518
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,）,）,,補助記号-括弧閉,,49
,B,Web,,,名詞,,　
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,B,Web,,,名詞,,　
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,インターネット,インターネット-internet,インターネット,名詞-普通名詞-一般,インターネット,2776
,I,ブラウザ,ブラウザ-browser,ブラウザ,名詞-普通名詞-一般,ブラウザ,33440
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,通じ,通ずる,ツウズル,動詞-一般,ツウズル,24416
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,の,の,ノ,助詞-準体助詞,ノ,28990
,I,で,だ,ダ,助動詞,ダ,22916
,I,、,、,,補助記号-読点,,24
,I,特別,特別,トクベツ,形状詞-一般,トクベツ,26335
,I,な,だ,ダ,助動詞,ダ,22916
,I,アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,インストール,インストール-install,インストール,名詞-普通名詞-サ変可能,インストール,2758
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,ヒツヨウ,31473
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あり,有る,アル,動詞-非自立可能,アル,1216
,I,ませ,ます,マス,助動詞,マス,35697
,I,ん,ず,ズ,助動詞,ヌ,19587
,I,。,。,,補助記号-句点,,25
,I,公式,公式,コウシキ,名詞-普通名詞-形状詞可能,コウシキ,12074
,I,サイト,サイト-site,サイト,名詞-普通名詞-一般,サイト,87752
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,アクセス,アクセス-access,アクセス,名詞-普通名詞-サ変可能,アクセス,458
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,、,、,,補助記号-読点,,24
,I,Google,,,名詞,,　
,I,アカウント,アカウント-account,アカウント,名詞-普通名詞-一般,アカウント,104581
,I,で,で,デ,助詞-格助詞,デ,25518
,I,サイン,サイン-sign,サイン,名詞-普通名詞-サ変可能,サイン,13849
,I,イン,イン-in,イン,名詞-普通名詞-一般,イン,2700
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,か,か,カ,助詞-副助詞,カ,5568
,I,、,、,,補助記号-読点,,24
,I,メール,メール-mail,メール,名詞-普通名詞-サ変可能,メール,37556
,I,アドレス,アドレス-address,アドレス,名詞-普通名詞-一般,アドレス,884
,I,・,・,,補助記号-一般,,44
,I,パスワード,パスワード,パスワード,名詞-普通名詞-一般,パスワード,30950
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,登録,登録,トウロク,名詞-普通名詞-サ変可能,トウロク,26178
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,で,だ,ダ,助動詞,ダ,22916
,I,、,、,,補助記号-読点,,24
,I,すぐ,直ぐ,スグ,副詞,スグ,19134
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,でき,出来る,デキル,動詞-非自立可能,デキル,25624
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:スマート,スマート-smart,スマート,形状詞-一般,スマート,19443
,I,フォン,フォン-fond,フォン,名詞-普通名詞-一般,フォン,134495
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,タブレット,タブレット-tablet,タブレット,名詞-普通名詞-一般,タブレット,83378
,I,で,で,デ,助詞-格助詞,デ,25518
,I,も,も,モ,助詞-係助詞,モ,37562
,I,手軽,手軽,テガル,形状詞-一般,テガル,25073
,I,に,だ,ダ,助動詞,ダ,22916
,I,アクセス,アクセス-access,アクセス,名詞-普通名詞-サ変可能,アクセス,458
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,の,の,ノ,助詞-準体助詞,ノ,28990
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,です,です,デス,助動詞,デス,25653
,I,。,。,,補助記号-句点,,25
,B,:n:アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,B,アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,i,Ｉ,アイ,記号-文字,アイ,81
,I,O,Ｏ,オー,記号-文字,オー,5486
,I,S,Ｓ,エス,記号-文字,エス,3819
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,Android,,,名詞,,　
,I,向け,向け,ムケ,接尾辞-名詞的-一般,ムケ,37047
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,提供,提供,テイキョウ,名詞-普通名詞-サ変可能,テイキョウ,24954
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,おり,居る,オル,動詞-非自立可能,オル,5360
,I,、,、,,補助記号-読点,,24
,I,スマート,スマート-smart,スマート,形状詞-一般,スマート,19443
,I,フォン,フォン-fond,フォン,名詞-普通名詞-一般,フォン,134495
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,タブレット,タブレット-tablet,タブレット,名詞-普通名詞-一般,タブレット,83378
,I,で,で,デ,助詞-格助詞,デ,25518
,I,DeepSeek,,,名詞,,　
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,でき,出来る,デキル,動詞-非自立可能,デキル,25624
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,I,インストール,インストール-install,インストール,名詞-普通名詞-サ変可能,インストール,2758
,I,後,後,ゴ,接尾辞-名詞的-副詞可能,ゴ,13330
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,Web,,,名詞,,　
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,、,、,,補助記号-読点,,24
,I,Google,,,名詞,,　
,I,アカウント,アカウント-account,アカウント,名詞-普通名詞-一般,アカウント,104581
,I,また,又,マタ,接続詞,マタ,35734
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,メール,メール-mail,メール,名詞-普通名詞-サ変可能,メール,37556
,I,アドレス,アドレス-address,アドレス,名詞-普通名詞-一般,アドレス,884
,I,で,で,デ,助詞-格助詞,デ,25518
,I,ログ,ログ-log,ログ,名詞-普通名詞-一般,ログ,40951
,I,イン,イン-in,イン,名詞-普通名詞-一般,イン,2700
,I,可能,可能,カノウ,形状詞-一般,カノウ,6969
,I,です,です,デス,助動詞,デス,25653
,I,。,。,,補助記号-句点,,25
,B,:n:モバイル,モビール-mobile,モビール,名詞-普通名詞-一般,モバイル,104753
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,最適,最適,サイテキ,形状詞-一般,サイテキ,13780
,I,化,化,カ,接尾辞-名詞的-サ変可能,カ,5577
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,た,た,タ,助動詞,タ,21642
,I,U,Ｕ,ユー,記号-文字,ユー,38951
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,備え,備える,ソナエル,動詞-一般,ソナエル,21378
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,おり,居る,オル,動詞-非自立可能,オル,5360
,I,、,、,,補助記号-読点,,24
,I,外出,外出,ガイシュツ,名詞-普通名詞-サ変可能,ガイシュツ,7930
,I,先,先,サキ,名詞-普通名詞-副詞可能,サキ,13950
,I,で,で,デ,助詞-格助詞,デ,25518
,I,も,も,モ,助詞-係助詞,モ,37562
,I,快適,快適,カイテキ,名詞-普通名詞-形状詞可能,カイテキ,5848
,I,に,だ,ダ,助動詞,ダ,22916
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,キノウ,8759
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,活用,活用,カツヨウ,名詞-普通名詞-サ変可能,カツヨウ,6817
,I,でき,出来る,デキル,動詞-非自立可能,デキル,25624
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:A,Ａ,エー,記号-文字,エー,4296
,I,P,Ｐ,ピー,記号-文字,ピー,32239
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,B,A,Ａ,エー,記号-文字,エー,4296
,I,P,Ｐ,ピー,記号-文字,ピー,32239
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,版,版,ハン,名詞-普通名詞-助数詞可能,ハン,30308
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,開発,開発,カイハツ,名詞-普通名詞-サ変可能,カイハツ,5876
,I,者,者,シャ,接尾辞-名詞的-一般,シャ,15852
,I,向け,向け,ムケ,接尾辞-名詞的-一般,ムケ,37047
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,提供,提供,テイキョウ,名詞-普通名詞-サ変可能,テイキョウ,24954
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
